		=== g++: Unexpected fails for rv32gcv ilp32d medlow  ===
FAIL: c-c++-common/spec-barrier-1.c  -std=gnu++20 (test for excess errors)
FAIL: c-c++-common/spec-barrier-1.c  -std=gnu++29 (test for excess errors)
FAIL: c-c++-common/spec-barrier-1.c  -std=gnu++98 (test for excess errors)
FAIL: g++.dg/coroutines/pr110872.C  -std=c++26 (internal compiler error: in expand_expr_addr_expr_1, at expr.cc:9317)
FAIL: g++.dg/coroutines/pr110872.C  -std=c++26 (test for excess errors)
FAIL: g++.dg/coroutines/pr110872.C  -std=c++29 (internal compiler error: in expand_expr_addr_expr_1, at expr.cc:9317)
FAIL: g++.dg/coroutines/pr110872.C  -std=c++29 (test for excess errors)
FAIL: g++.dg/reflect/has_external_linkage2.C  -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/reflect/has_external_linkage2.C  -std=c++29 (test for excess errors)
FAIL: g++.dg/reflect/has_internal_linkage2.C  -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/reflect/has_internal_linkage2.C  -std=c++29 (test for excess errors)
FAIL: g++.dg/reflect/has_module_linkage2.C  -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/reflect/has_module_linkage2.C  -std=c++29 (test for excess errors)
FAIL: gcc.misc-tests/gcov-19.c line 940: unexpected summary - expected 1/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 940: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 941: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 950: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 950: unexpected summary - expected 1/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 950: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 952: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 952: unexpected summary - expected 1/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 952: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 953: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 957: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 957: unexpected summary - expected 1/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 957: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 958: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 966: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 966: unexpected summary - expected 1/4, got 0/4
FAIL: gcc.misc-tests/gcov-19.c line 966: unexpected uncovered term 1 (true)
FAIL: gcc.misc-tests/gcov-19.c line 967: coverage summary not found; expected 1/4
FAIL: gcc.misc-tests/gcov-19.c line 969: coverage summary not found; expected 1/4
FAIL: gcc.misc-tests/gcov-19.c line 969: unexpected summary - expected 1/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 969: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 970: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 975: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 995: unexpected summary - expected 1/24, got 0/24
FAIL: gcc.misc-tests/gcov-19.c line 995: unexpected uncovered term 1 (true)
FAIL: gcc.misc-tests/gcov-19.c line 996: coverage summary not found; expected 1/24
FAIL: gcc.misc-tests/gcov-1a.c gcov: 3 failures in line counts, 0 in branch percentages, 0 in condition/decision, 0 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: gcc.misc-tests/gcov-1a.c line 14: is #####:should be 11
FAIL: gcc.misc-tests/gcov-1a.c line 15: is #####:should be 10
FAIL: gcc.misc-tests/gcov-1a.c line 17: is #####:should be 1
FAIL: gcc.misc-tests/gcov-2.c gcov: 3 failures in line counts, 0 in branch percentages, 0 in condition/decision, 0 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: gcc.misc-tests/gcov-2.c line 14: is #####:should be 11
FAIL: gcc.misc-tests/gcov-2.c line 15: is #####:should be 10
FAIL: gcc.misc-tests/gcov-2.c line 17: is #####:should be 1
FAIL: gcc.misc-tests/gcov-20.c gcov: 0 failures in line counts, 0 in branch percentages, 3 in condition/decision, 0 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: gcc.misc-tests/gcov-20.c line 11: unexpected summary - expected 1/4, got 0/4
FAIL: gcc.misc-tests/gcov-20.c line 11: unexpected uncovered term 1 (true)
FAIL: gcc.misc-tests/gcov-20.c line 12: coverage summary not found; expected 1/4
FAIL: gcc.misc-tests/gcov-22.c gcov: 0 failures in line counts, 0 in branch percentages, 33 in condition/decision, 0 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: gcc.misc-tests/gcov-22.c line 22: unexpected summary - expected 1/2, got 0/2
FAIL: gcc.misc-tests/gcov-22.c line 22: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-22.c line 23: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-22.c line 26: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-22.c line 26: unexpected summary - expected 1/2, got 0/2
FAIL: gcc.misc-tests/gcov-22.c line 26: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-22.c line 27: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-22.c line 30: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-22.c line 30: unexpected summary - expected 1/4, got 0/4
FAIL: gcc.misc-tests/gcov-22.c line 30: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-22.c line 31: coverage summary not found; expected 1/4
FAIL: gcc.misc-tests/gcov-22.c line 41: coverage summary not found; expected 1/4
FAIL: gcc.misc-tests/gcov-22.c line 41: unexpected summary - expected 1/2, got 0/2
FAIL: gcc.misc-tests/gcov-22.c line 41: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-22.c line 42: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-22.c line 45: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-22.c line 45: unexpected summary - expected 1/2, got 0/2
FAIL: gcc.misc-tests/gcov-22.c line 45: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-22.c line 46: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-22.c line 49: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-22.c line 49: unexpected summary - expected 1/2, got 0/2
FAIL: gcc.misc-tests/gcov-22.c line 49: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-22.c line 50: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-22.c line 53: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-22.c line 53: unexpected summary - expected 1/2, got 0/2
FAIL: gcc.misc-tests/gcov-22.c line 53: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-22.c line 54: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-22.c line 70: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-22.c line 71: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-22.c line 82: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-22.c line 82: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-22.c line 82: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-22.c line 82: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-22.c line 98: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-24.c gcov: 4 failures in line counts, 0 in branch percentages, 0 in condition/decision, 0 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: gcc.misc-tests/gcov-24.c line 11: is #####:should be 1
FAIL: gcc.misc-tests/gcov-24.c line 13: is #####:should be 1
FAIL: gcc.misc-tests/gcov-24.c line 17: is #####:should be 1
FAIL: gcc.misc-tests/gcov-24.c line 9: is #####:should be 1
FAIL: gcc.misc-tests/gcov-29.c gcov: 0 failures in line counts, 0 in branch percentages, 0 in condition/decision, 13 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: gcc.misc-tests/gcov-29.c line 14: expected 1/1 covered paths, was 0/1
FAIL: gcc.misc-tests/gcov-29.c line 258: expected 1/9 covered paths, was 0/9
FAIL: gcc.misc-tests/gcov-29.c line 277: expected 1/9 covered paths, was 0/9
FAIL: gcc.misc-tests/gcov-29.c line 296: expected 1/9 covered paths, was 0/9
FAIL: gcc.misc-tests/gcov-29.c line 315: expected 2/9 covered paths, was 0/9
FAIL: gcc.misc-tests/gcov-29.c line 334: expected 3/9 covered paths, was 0/9
FAIL: gcc.misc-tests/gcov-29.c line 481: expected 1/67 covered paths, was 0/67
FAIL: gcc.misc-tests/gcov-29.c line 560: expected 1/67 covered paths, was 0/67
FAIL: gcc.misc-tests/gcov-29.c line 58: expected 1/2 covered paths, was 0/2
FAIL: gcc.misc-tests/gcov-29.c line 643: expected 2/67 covered paths, was 0/67
FAIL: gcc.misc-tests/gcov-29.c line 724: expected 1/67 covered paths, was 0/67
FAIL: gcc.misc-tests/gcov-29.c line 73: expected 1/2 covered paths, was 0/2
FAIL: gcc.misc-tests/gcov-29.c line 90: expected 2/2 covered paths, was 0/2
FAIL: gcc.misc-tests/gcov-3.c gcov: 2 failures in line counts, 0 in branch percentages, 0 in condition/decision, 0 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: gcc.misc-tests/gcov-3.c line 42: is #####:should be 1
FAIL: gcc.misc-tests/gcov-3.c line 45: is #####:should be 1
FAIL: gcc.misc-tests/gcov-30.c gcov: 0 failures in line counts, 0 in branch percentages, 0 in condition/decision, 13 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: gcc.misc-tests/gcov-30.c line 15: expected 1/1 covered paths, was 0/1
FAIL: gcc.misc-tests/gcov-30.c line 259: expected 1/9 covered paths, was 0/9
FAIL: gcc.misc-tests/gcov-30.c line 278: expected 1/9 covered paths, was 0/9
FAIL: gcc.misc-tests/gcov-30.c line 297: expected 1/9 covered paths, was 0/9
FAIL: gcc.misc-tests/gcov-30.c line 316: expected 2/9 covered paths, was 0/9
FAIL: gcc.misc-tests/gcov-30.c line 335: expected 3/9 covered paths, was 0/9
FAIL: gcc.misc-tests/gcov-30.c line 482: expected 1/67 covered paths, was 0/67
FAIL: gcc.misc-tests/gcov-30.c line 561: expected 1/67 covered paths, was 0/67
FAIL: gcc.misc-tests/gcov-30.c line 59: expected 1/2 covered paths, was 0/2
FAIL: gcc.misc-tests/gcov-30.c line 644: expected 2/67 covered paths, was 0/67
FAIL: gcc.misc-tests/gcov-30.c line 725: expected 1/67 covered paths, was 0/67
FAIL: gcc.misc-tests/gcov-30.c line 74: expected 1/2 covered paths, was 0/2
FAIL: gcc.misc-tests/gcov-30.c line 91: expected 2/2 covered paths, was 0/2
FAIL: gcc.misc-tests/gcov-33.c gcov: 0 failures in line counts, 0 in branch percentages, 0 in condition/decision, 3 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: gcc.misc-tests/gcov-33.c line 21: expected 1/1 covered paths, was 0/1
FAIL: gcc.misc-tests/gcov-33.c line 8: expected 1/2 covered paths, was 0/2
FAIL: gcc.misc-tests/gcov-34.c gcov: 0 failures in line counts, 0 in branch percentages, 0 in condition/decision, 3 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: gcc.misc-tests/gcov-34.c line 23: expected 1/1 covered paths, was 0/1
FAIL: gcc.misc-tests/gcov-34.c line 9: expected 1/2 covered paths, was 0/2
FAIL: gcc.misc-tests/gcov-4.c gcov: 65 failures in line counts, 0 in branch percentages, 0 in condition/decision, 0 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: gcc.misc-tests/gcov-4.c line 106: is #####:should be 15
FAIL: gcc.misc-tests/gcov-4.c line 107: is #####:should be 14
FAIL: gcc.misc-tests/gcov-4.c line 108: is #####:should be 1
FAIL: gcc.misc-tests/gcov-4.c line 110: is #####:should be 1
FAIL: gcc.misc-tests/gcov-4.c line 116: is #####:should be 1
FAIL: gcc.misc-tests/gcov-4.c line 119: is #####:should be 1
FAIL: gcc.misc-tests/gcov-4.c line 125: is #####:should be 1
FAIL: gcc.misc-tests/gcov-4.c line 126: is #####:should be 2
FAIL: gcc.misc-tests/gcov-4.c line 127: is #####:should be 2
FAIL: gcc.misc-tests/gcov-4.c line 129: is #####:should be 1
FAIL: gcc.misc-tests/gcov-4.c line 130: is #####:should be 1
FAIL: gcc.misc-tests/gcov-4.c line 156: is #####:should be 5
FAIL: gcc.misc-tests/gcov-4.c line 157: is #####:should be 3
FAIL: gcc.misc-tests/gcov-4.c line 158: is #####:should be 3
FAIL: gcc.misc-tests/gcov-4.c line 162: is #####:should be 2
FAIL: gcc.misc-tests/gcov-4.c line 163: is #####:should be 1
FAIL: gcc.misc-tests/gcov-4.c line 165: is #####:should be 1
FAIL: gcc.misc-tests/gcov-4.c line 166: is #####:should be 5
FAIL: gcc.misc-tests/gcov-4.c line 167: is #####:should be 1
FAIL: gcc.misc-tests/gcov-4.c line 168: is #####:should be 5
FAIL: gcc.misc-tests/gcov-4.c line 169: is #####:should be 1
FAIL: gcc.misc-tests/gcov-4.c line 170: is #####:should be 1
FAIL: gcc.misc-tests/gcov-4.c line 171: is #####:should be 5
FAIL: gcc.misc-tests/gcov-4.c line 178: is #####:should be 6
FAIL: gcc.misc-tests/gcov-4.c line 179: is #####:should be 1
FAIL: gcc.misc-tests/gcov-4.c line 180: is #####:should be 6
FAIL: gcc.misc-tests/gcov-4.c line 182: is #####:should be 6
FAIL: gcc.misc-tests/gcov-4.c line 183: is #####:should be 3
FAIL: gcc.misc-tests/gcov-4.c line 184: is #####:should be 6
FAIL: gcc.misc-tests/gcov-4.c line 185: is #####:should be 2
FAIL: gcc.misc-tests/gcov-4.c line 186: is #####:should be 4
FAIL: gcc.misc-tests/gcov-4.c line 188: is #####:should be 4
FAIL: gcc.misc-tests/gcov-4.c line 195: is #####:should be 11
FAIL: gcc.misc-tests/gcov-4.c line 196: is #####:should be 1
FAIL: gcc.misc-tests/gcov-4.c line 197: is #####:should be 11
FAIL: gcc.misc-tests/gcov-4.c line 198: is #####:should be 5
FAIL: gcc.misc-tests/gcov-4.c line 199: is #####:should be 2
FAIL: gcc.misc-tests/gcov-4.c line 200: is #####:should be 1
FAIL: gcc.misc-tests/gcov-4.c line 201: is #####:should be 11
FAIL: gcc.misc-tests/gcov-4.c line 202: is #####:should be 3
FAIL: gcc.misc-tests/gcov-4.c line 203: is #####:should be 11
FAIL: gcc.misc-tests/gcov-4.c line 242: is #####:should be 5
FAIL: gcc.misc-tests/gcov-4.c line 244: is #####:should be 5
FAIL: gcc.misc-tests/gcov-4.c line 247: is #####:should be 1
FAIL: gcc.misc-tests/gcov-4.c line 248: is #####:should be 1
FAIL: gcc.misc-tests/gcov-4.c line 254: is #####:should be 3
FAIL: gcc.misc-tests/gcov-4.c line 255: is #####:should be 1
FAIL: gcc.misc-tests/gcov-4.c line 256: is #####:should be 2
FAIL: gcc.misc-tests/gcov-4.c line 257: is #####:should be 2
FAIL: gcc.misc-tests/gcov-4.c line 259: is #####:should be 1
FAIL: gcc.misc-tests/gcov-4.c line 260: is #####:should be 1
FAIL: gcc.misc-tests/gcov-4.c line 263: is #####:should be 4
FAIL: gcc.misc-tests/gcov-4.c line 33: is #####:should be 1
FAIL: gcc.misc-tests/gcov-4.c line 39: is #####:should be 1
FAIL: gcc.misc-tests/gcov-4.c line 41: is #####:should be 1
FAIL: gcc.misc-tests/gcov-4.c line 55: is #####:should be 3
FAIL: gcc.misc-tests/gcov-4.c line 57: is #####:should be 9
FAIL: gcc.misc-tests/gcov-4.c line 58: is #####:should be 3
FAIL: gcc.misc-tests/gcov-4.c line 65: is #####:should be 6
FAIL: gcc.misc-tests/gcov-4.c line 69: is #####:should be 81
FAIL: gcc.misc-tests/gcov-4.c line 70: is #####:should be 6
FAIL: gcc.misc-tests/gcov-4.c line 95: is #####:should be 2
FAIL: gcc.misc-tests/gcov-4.c line 96: is #####:should be 1
FAIL: gcc.misc-tests/gcov-4.c line 97: is #####:should be 1
FAIL: gcc.misc-tests/gcov-4.c line 99: is #####:should be 1
FAIL: gcc.misc-tests/gcov-4b.c gcov: 0 failures in line counts, 24 in branch percentages, 0 in condition/decision, 0 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: gcc.misc-tests/gcov-4b.c line 134: expected branch percentages not found: 0
FAIL: gcc.misc-tests/gcov-4b.c line n: expected branch percentages not found: 0
FAIL: gcc.misc-tests/gcov-4b.c line n: expected branch percentages not found: 0
FAIL: gcc.misc-tests/gcov-4b.c line n: expected branch percentages not found: 0
FAIL: gcc.misc-tests/gcov-4b.c line n: expected branch percentages not found: 17
FAIL: gcc.misc-tests/gcov-4b.c line n: expected branch percentages not found: 20
FAIL: gcc.misc-tests/gcov-4b.c line n: expected branch percentages not found: 20
FAIL: gcc.misc-tests/gcov-4b.c line n: expected branch percentages not found: 20 0 40 20
FAIL: gcc.misc-tests/gcov-4b.c line n: expected branch percentages not found: 25
FAIL: gcc.misc-tests/gcov-4b.c line n: expected branch percentages not found: 27
FAIL: gcc.misc-tests/gcov-4b.c line n: expected branch percentages not found: 27 50 25
FAIL: gcc.misc-tests/gcov-4b.c line n: expected branch percentages not found: 30
FAIL: gcc.misc-tests/gcov-4b.c line n: expected branch percentages not found: 32
FAIL: gcc.misc-tests/gcov-4b.c line n: expected branch percentages not found: 33
FAIL: gcc.misc-tests/gcov-4b.c line n: expected branch percentages not found: 33
FAIL: gcc.misc-tests/gcov-4b.c line n: expected branch percentages not found: 40
FAIL: gcc.misc-tests/gcov-4b.c line n: expected branch percentages not found: 40
FAIL: gcc.misc-tests/gcov-4b.c line n: expected branch percentages not found: 45
FAIL: gcc.misc-tests/gcov-4b.c line n: expected branch percentages not found: 50
FAIL: gcc.misc-tests/gcov-4b.c line n: expected branch percentages not found: 50
FAIL: gcc.misc-tests/gcov-4b.c line n: expected branch percentages not found: 50
FAIL: gcc.misc-tests/gcov-4b.c line n: expected branch percentages not found: 50
FAIL: gcc.misc-tests/gcov-4b.c line n: expected branch percentages not found: 7
FAIL: gcc.misc-tests/gcov-4b.c line n: expected branch percentages not found: 9 10 11
FAIL: gcc.misc-tests/gcov-6.c gcov: 5 failures in line counts, 1 in branch percentages, 0 in condition/decision, 0 in prime-paths, 3 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: gcc.misc-tests/gcov-6.c line 17: is #####:should be 5
FAIL: gcc.misc-tests/gcov-6.c line 20: is #####:should be 1
FAIL: gcc.misc-tests/gcov-6.c line 21: expected return percentages not found: 0
FAIL: gcc.misc-tests/gcov-6.c line 22: is #####:should be 4
FAIL: gcc.misc-tests/gcov-6.c line 31: is #####:should be 1
FAIL: gcc.misc-tests/gcov-6.c line 32: expected return percentages not found: 100
FAIL: gcc.misc-tests/gcov-6.c line 35: is #####:should be 4
FAIL: gcc.misc-tests/gcov-6.c line 36: expected return percentages not found: 75
FAIL: gcc.misc-tests/gcov-6.c line n: expected branch percentages not found: 20
FAIL: gcc.misc-tests/gcov-7.c gcov: 11 failures in line counts, 3 in branch percentages, 0 in condition/decision, 0 in prime-paths, 4 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: gcc.misc-tests/gcov-7.c line 20: is #####:should be 3
FAIL: gcc.misc-tests/gcov-7.c line 24: is #####:should be 1
FAIL: gcc.misc-tests/gcov-7.c line 28: is #####:should be 2
FAIL: gcc.misc-tests/gcov-7.c line 33: is #####:should be 3
FAIL: gcc.misc-tests/gcov-7.c line 37: is #####:should be 1
FAIL: gcc.misc-tests/gcov-7.c line 41: is #####:should be 2
FAIL: gcc.misc-tests/gcov-7.c line 42: expected return percentages not found: 50
FAIL: gcc.misc-tests/gcov-7.c line 43: is #####:should be 1
FAIL: gcc.misc-tests/gcov-7.c line 44: expected return percentages not found: 100
FAIL: gcc.misc-tests/gcov-7.c line 46: is #####:should be 1
FAIL: gcc.misc-tests/gcov-7.c line 78: is #####:should be 2
FAIL: gcc.misc-tests/gcov-7.c line 81: is #####:should be 3
FAIL: gcc.misc-tests/gcov-7.c line 82: expected return percentages not found: 33
FAIL: gcc.misc-tests/gcov-7.c line 83: is #####:should be 1
FAIL: gcc.misc-tests/gcov-7.c line 84: expected return percentages not found: 0
FAIL: gcc.misc-tests/gcov-7.c line n: expected branch percentages not found: 33
FAIL: gcc.misc-tests/gcov-7.c line n: expected branch percentages not found: 33
FAIL: gcc.misc-tests/gcov-7.c line n: expected branch percentages not found: 33
FAIL: gcc.misc-tests/gcov-8.c gcov: 0 failures in line counts, 4 in branch percentages, 0 in condition/decision, 0 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: gcc.misc-tests/gcov-8.c line 20: expected branch percentages not found: 1
FAIL: gcc.misc-tests/gcov-8.c line 28: expected branch percentages not found: 0
FAIL: gcc.misc-tests/gcov-8.c line 30: expected branch percentages not found: 1
FAIL: gcc.misc-tests/gcov-8.c line 47: expected branch percentages not found: 0
FAIL: gcc.misc-tests/gcov-9.c gcov: 1 failures in line counts, 0 in branch percentages, 0 in condition/decision, 0 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: gcc.misc-tests/gcov-9.c line 10: is #####:should be 11
FAIL: gcc.misc-tests/gcov-pr83813.c gcov: 4 failures in line counts, 0 in branch percentages, 0 in condition/decision, 0 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: gcc.misc-tests/gcov-pr83813.c line 13: is #####:should be 1
FAIL: gcc.misc-tests/gcov-pr83813.c line 15: is #####:should be 1
FAIL: gcc.misc-tests/gcov-pr83813.c line 16: is #####:should be 1
FAIL: gcc.misc-tests/gcov-pr83813.c line 17: is #####:should be 1
FAIL: gcc.misc-tests/gcov-pr84758.c gcov: 4 failures in line counts, 0 in branch percentages, 0 in condition/decision, 0 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
